dbn,school_name,school_type,enrollment,rigor_instruction_rating,collab_teachers_rating,support_environ_rating,effective_lead_rating,fam_comm_ties_rating,trust_rating,student_achieve_rating,pct_pos_rigor_instruction,pct_pos_collab_teachers,pct_pos_supportive_environ,pct_pos_effective_lead,pct_pos_fam_comm_ties,pct_pos_trust,qr_challenge_curriculum,qr_effective_teaching_learning,qr_assess_student_learning,qr_high_expectations,qr_teacher_collab,qr_dates_of_review,pct_ell,pct_disabilities,pct_self_contained,economic_need_index,pct_temp_housing,pct_hra_eligible,pct_asian,pct_black,pct_hispanic,pct_white,yrs_principal_exp,pct_teachers_>=3_yrs_exp,student_attendance_rate,pct_chronic_absent,teacher_attendance_rate,sqr_rating,borough
08X367,"Archimedes Academy for Math, Science and Technolog",Middle,301,0.75,0.5,0.5,0.75,0.5,0.5,0.75,0.73,0.71,0.63,0.74,0.84,0.81,1.0,1.0,1.0,1.0,0,February 2017,0.076,0.266,0.08,0.836,0.193,0.744,0.12,0.302,0.548,0.017,12.1,0.804,0.91,0.337,0.962,3.0,bronx
08X371,Urban Institute of Mathematics,Middle,378,1.0,0.5,0.5,0.75,0.5,0.75,0.75,0.83,0.74,0.7,0.82,0.87,0.85,0.5,0.5,1.0,1.0,1,March-19,0.05,0.209,0.079,0.584,0.106,0.5,0.032,0.138,0.68,0.14,1.7,0.815,0.911,0.332,0.978,4.0,bronx
08X375,The Bronx Mathematics Preparatory School,Middle,222,0.75,0.75,0.5,0.75,0.75,0.75,0.75,0.8,0.8,0.65,0.81,0.89,0.84,1.0,1.0,1.0,1.0,1,May 2018,0.131,0.347,0.149,0.908,0.405,0.829,0.036,0.36,0.568,0.009,3.5,0.667,0.902,0.364,0.957,5.0,bronx
08X376,Antonia Pantoja Preparatory Academy: A College Boa,Middle,213,0.5,0.5,0.5,0.5,0.5,0.75,0.5,0.73,0.69,0.6,0.78,0.86,0.84,0.0,0.0,0.0,1.0,0,March 2017,0.131,0.282,0.042,0.918,0.216,0.85,0.023,0.141,0.803,0.014,4.5,0.971,0.891,0.408,0.947,4.0,bronx
08X424,The Hunts Point School,Middle,300,0.25,0.25,0.5,0.5,0.75,0.5,0.5,0.6,0.51,0.62,0.63,0.93,0.74,0.0,0.0,0.0,1.0,0,May 2018,0.25,0.327,0.173,0.961,0.37,0.877,0.017,0.267,0.707,0.01,1.1,0.407,0.918,0.262,0.962,4.0,bronx
08X448,Soundview Academy for Culture and Scholarship,Middle,392,1.0,0.75,0.75,0.5,0.75,0.75,0.75,0.77,0.71,0.7,0.74,0.93,0.8,0.5,1.0,0.5,0.5,0.5,"May 14, 2015",0.082,0.255,0.077,0.863,0.179,0.763,0.026,0.304,0.653,0.013,10.1,0.581,0.92,0.272,0.977,5.0,bronx
08X467,Mott Hall Community School,Middle,341,0.5,0.5,0.5,0.5,0.75,0.75,0.5,0.76,0.76,0.67,0.81,0.9,0.87,0.0,0.0,0.0,1.0,0,October 2017,0.111,0.305,0.097,0.796,0.185,0.707,0.026,0.176,0.716,0.076,4.1,0.846,0.89,0.43,0.942,5.0,bronx
08X562,Blueprint Middle School,Middle,667,0.75,0.5,0.75,0.5,0.5,0.25,0.75,0.69,0.58,0.59,0.59,0.83,0.68,1.0,1.0,1.0,0.5,1,January 2017,0.213,0.21,0.058,0.891,0.147,0.82,0.234,0.123,0.556,0.066,7.1,0.655,0.921,0.283,0.961,2.0,bronx
09X004,P.S./M.S. 004 Crotona Park West,K-8,521,0.75,0.75,0.5,0.75,0.5,0.5,0.5,0.76,0.7,0.68,0.73,0.89,0.81,0.5,0.0,1.0,1.0,0.5,October 2017,0.169,0.274,0.119,0.955,0.489,0.898,0.012,0.518,0.447,0.017,12.1,0.521,0.878,0.496,0.968,3.0,bronx
09X011,P.S. 011 Highbridge,Elementary,552,0.75,1.0,0.75,0.75,1.0,0.75,0.5,0.87,0.91,0.89,0.85,0.97,0.89,0.5,1.0,1.0,0.5,0.5,November 2017,0.245,0.266,0.121,0.939,0.252,0.855,0.005,0.295,0.69,0.005,7.4,0.84,0.895,0.391,0.96,6.0,bronx
09X022,J.H.S. 022 Jordan L. Mott,Middle,420,0.75,0.75,0.75,0.75,0.75,0.75,0.5,0.79,0.83,0.72,0.83,0.92,0.89,1.0,1.0,1.0,1.0,1,May 2018,0.279,0.238,0.074,0.954,0.307,0.905,0.007,0.21,0.76,0.019,6.4,0.708,0.932,0.181,0.975,5.0,bronx
09X028,P.S. 028 Mount Hope,Elementary,673,0.75,0.75,0.5,0.75,0.75,0.5,0.75,0.82,0.71,0.71,0.76,0.93,0.8,1.0,1.0,1.0,1.0,1,January 2017,0.303,0.278,0.132,0.945,0.321,0.878,0.006,0.211,0.77,0.01,6.9,0.891,0.905,0.379,0.952,4.0,bronx
09X035,P.S. 035 Franz Siegel,Elementary,618,0.75,0.75,0.75,0.75,1.0,1.0,0.5,0.82,0.8,0.74,0.81,0.96,0.92,1.0,1.0,1.0,1.0,0.5,December 2016,0.248,0.262,0.121,0.918,0.249,0.85,0.006,0.27,0.697,0.013,18.9,0.754,0.924,0.272,0.948,7.0,bronx
09X042,P.S. 042 Claremont,Elementary,364,0.75,0.75,0.75,0.75,1.0,0.75,0.75,0.78,0.81,0.73,0.85,0.95,0.88,1.0,1.0,1.0,0.5,0.5,March 2017,0.115,0.324,0.118,0.967,0.338,0.923,0.003,0.382,0.593,0.016,6.4,0.714,0.931,0.258,0.959,6.0,bronx
09X053,P.S. 053 Basheer Quisim,Elementary,988,0.75,0.75,0.5,0.75,0.75,0.5,0.75,0.79,0.74,0.72,0.78,0.9,0.81,1.0,1.0,1.0,1.0,0.5,December 2017,0.35,0.166,0.067,0.964,0.339,0.904,0.015,0.304,0.662,0.014,17.1,0.876,0.896,0.408,0.967,4.0,bronx
09X055,P.S. 055 Benjamin Franklin,Elementary,518,0.75,0.5,0.75,0.75,0.75,0.75,0.75,0.73,0.76,0.76,0.79,0.93,0.88,1.0,1.0,1.0,1.0,1,March 2017,0.108,0.247,0.029,0.978,0.241,0.925,0,0.483,0.51,0.008,13.9,0.82,0.905,0.361,0.943,5.0,bronx
09X058,P.S. 058,Elementary,397,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.84,0.85,0.84,0.84,0.95,0.92,1.0,1.0,1.0,1.0,0.5,February 2017,0.285,0.312,0.186,0.971,0.259,0.935,0.01,0.252,0.718,0.015,14.1,0.971,0.89,0.435,0.962,5.0,bronx
09X063,P.S. 063 Author's Academy,Elementary,478,0.75,0.75,0.5,0.75,0.75,0.75,0.75,0.82,0.83,0.71,0.87,0.95,0.91,1.0,0.0,1.0,1.0,1,November-18,0.205,0.259,0.123,0.952,0.316,0.891,0.008,0.389,0.559,0.031,15.1,0.721,0.901,0.383,0.954,5.0,bronx
09X070,P.S. 070 Max Schoenfeld,Elementary,1104,0.75,0.75,0.5,0.75,0.75,0.75,0.75,0.82,0.82,0.74,0.86,0.94,0.89,1.0,1.0,1.0,1.0,0.5,December 2016,0.288,0.22,0.092,0.953,0.283,0.899,0.005,0.233,0.751,0.01,12.9,0.802,0.899,0.385,0.966,5.0,bronx
09X073,P.S. 073 Bronx,Elementary,536,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.69,0.69,0.7,0.72,0.88,0.81,0.0,0.0,1.0,1.0,1,December 2016,0.269,0.241,0.119,0.968,0.284,0.905,0,0.233,0.746,0.015,6.9,0.766,0.89,0.459,0.961,3.0,bronx
09X109,P.S. 109 Sedgwick,Elementary,564,0.5,0.5,0.5,0.5,0.75,0.5,0.5,0.74,0.7,0.69,0.72,0.94,0.8,1.0,1.0,0.0,0.5,1,March 2017,0.25,0.229,0.131,0.918,0.177,0.853,0,0.186,0.807,0.004,7.1,0.725,0.891,0.418,0.967,4.0,bronx
09X114,P.S. X114 - Luis Llorens Torres Schools,Elementary,711,0.75,0.75,0.5,0.75,0.5,0.75,0.5,0.83,0.84,0.85,0.82,0.89,0.89,1.0,1.0,1.0,1.0,1,January 2017,0.311,0.225,0.101,0.945,0.371,0.883,0.035,0.217,0.706,0.031,16.1,0.807,0.913,0.352,0.958,4.0,bronx
09X117,I.S. 117 Joseph H. Wade,Middle,488,0.5,0.75,0.5,0.75,1.0,0.75,0.5,0.78,0.8,0.66,0.85,0.99,0.88,1.0,1.0,0.0,1.0,1,May 2018,0.363,0.25,0.135,0.956,0.4,0.869,0.01,0.182,0.791,0.012,15.9,0.894,0.914,0.269,0.946,6.0,bronx
09X126,P.S. 126 Dr Marjorie H Dunbar,Elementary,513,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.67,0.62,0.64,0.64,0.88,0.73,1.0,0.0,1.0,1.0,1,February 2017,0.302,0.189,0.094,0.945,0.205,0.879,0.008,0.23,0.745,0.016,0.9,0.792,0.906,0.373,0.953,3.0,bronx
09X128,Mott Hall III,Middle,353,1.0,1.0,1.0,1.0,0.75,0.75,1.0,0.85,0.9,0.74,0.91,0.9,0.92,0.5,1.0,1.0,0.5,0.5,December-18,0.054,0.173,0.04,0.886,0.159,0.773,0.008,0.326,0.646,0.011,15.1,0.583,0.937,0.183,0.95,5.0,bronx
09X132,P.S. 132 Garret A. Morgan,Elementary,352,0.5,0.75,0.5,0.5,0.5,0.5,0.75,0.77,0.8,0.63,0.8,0.86,0.8,1.0,0.0,1.0,1.0,1,November 2016,0.148,0.276,0.119,0.958,0.293,0.906,0.003,0.455,0.526,0.009,13.5,0.636,0.885,0.478,0.993,3.0,bronx
09X163,P.S. 163 Arthur A. Schomburg,Elementary,454,0.5,0.5,0.5,0.75,0.75,0.75,0.75,0.64,0.68,0.61,0.72,0.92,0.83,0.5,0.0,1.0,1.0,1,January 2017,0.381,0.278,0.167,0.959,0.26,0.905,0.009,0.361,0.612,0.011,0.9,0.659,0.934,0.233,0.964,5.0,bronx
09X199,P.S. 199X - The Shakespeare School,Elementary,664,0.75,1.0,0.75,1.0,0.75,1.0,0.75,0.86,0.92,0.84,0.93,0.94,0.93,1.0,1.0,1.0,0.5,1,January 2017,0.294,0.227,0.113,0.936,0.343,0.887,0.02,0.264,0.666,0.023,1.7,0.815,0.915,0.342,0.968,6.0,bronx
09X204,P.S. 204 Morris Heights,Elementary,596,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.91,0.96,0.87,0.94,0.97,0.97,0.5,1.0,0.5,1.0,0.5,2-Dec-14,0.131,0.238,0.091,0.908,0.238,0.817,0.013,0.275,0.7,0.007,4.9,0.907,0.928,0.24,0.97,7.0,bronx
09X215,Kappa,Middle,329,0.75,0.75,0.75,0.75,0.75,0.75,1.0,0.71,0.82,0.73,0.82,0.88,0.89,0.5,1.0,1.0,0.5,1,6-Mar-15,0.106,0.261,0.088,0.933,0.261,0.866,0.03,0.477,0.456,0.03,14.1,0.613,0.916,0.295,0.97,5.0,bronx
09X218,P.S./I.S. 218 Rafael Hernandez Dual Language Magne,K-8,1036,0.75,0.75,0.75,0.75,0.75,0.75,0.5,0.77,0.77,0.71,0.76,0.92,0.82,0.5,1.0,1.0,0.5,0.5,January 2018,0.247,0.184,0.002,0.921,0.176,0.846,0.025,0.047,0.908,0.011,5,0.74,0.93,0.232,0.958,5.0,bronx
09X219,I.S. 219 New Venture School,Middle,344,0.75,0.75,0.75,0.75,0.75,1.0,0.5,0.82,0.83,0.69,0.92,0.93,0.93,1.0,1.0,1.0,1.0,1,June 2018,0.244,0.352,0.148,0.957,0.294,0.895,0.006,0.39,0.59,0.009,0.9,0.684,0.887,0.362,0.964,6.0,bronx
09X229,I.S. 229 Roland Patterson,Middle,243,0.5,0.25,0.5,0.5,0.75,0.75,0.5,0.74,0.72,0.69,0.78,0.94,0.85,0.0,0.0,0.0,0.0,Under Developed,February 2017,0.156,0.333,0.132,0.96,0.272,0.914,0.004,0.374,0.601,0,.,0.742,0.882,0.434,0.961,5.0,bronx
09X231,Eagle Academy for Young Men,Middle,236,0.5,0.5,0.75,0.5,0.75,0.5,0.75,0.71,0.56,0.63,0.63,0.91,0.78,1.0,0.0,0.0,1.0,1,May 2017,0.03,0.314,0.047,0.828,0.157,0.708,0,0.542,0.441,0,3.8,0.657,0.93,0.18,0.952,4.0,bronx
09X232,I.S. 232,Middle,511,0.5,0.5,0.5,0.5,0.5,0.75,0.75,0.77,0.76,0.64,0.81,0.9,0.88,0.0,0.0,0.0,0.0,0,November 2016,0.354,0.233,0.098,0.947,0.247,0.892,0,0.221,0.769,0.01,2.4,0.595,0.907,0.319,0.971,4.0,bronx
09X236,P.S. 236 Langston Hughes,Elementary,292,0.75,0.75,0.75,0.75,0.75,1.0,0.75,0.82,0.85,0.78,0.8,0.95,0.92,0.0,0.0,1.0,0.0,1,November 2017,0.144,0.267,0.014,0.929,0.226,0.839,0.003,0.229,0.757,0.003,3.9,0.871,0.933,0.23,0.968,6.0,bronx
09X241,Urban Assembly School for Applied Math and Science,Middle,272,0.5,0.75,0.75,0.75,0.75,0.75,0.75,0.72,0.74,0.69,0.82,0.93,0.9,1.0,1.0,0.0,1.0,0,January-19,0.143,0.268,0.07,0.924,0.195,0.838,0.011,0.257,0.713,0.004,0.9,0.518,0.902,0.311,0.969,5.0,bronx
09X274,The New American Academy at Roberto Clemente State,Elementary,651,0.75,0.75,0.5,0.75,0.75,0.75,0.5,0.72,0.77,0.61,0.78,0.93,0.89,1.0,1.0,1.0,0.5,0.5,March-19,0.167,0.33,0.16,0.963,0.261,0.908,0,0.382,0.596,0.009,6.1,0.56,0.854,0.601,0.966,5.0,bronx
09X294,The Walton Avenue School,Elementary,502,1.0,1.0,1.0,1.0,1.0,0.75,1.0,0.89,0.88,0.85,0.93,0.95,0.9,0.5,1.0,1.0,0.5,0.5,December 2017,0.231,0.229,0.102,0.962,0.347,0.89,0.004,0.149,0.809,0.02,6.1,0.756,0.926,0.253,0.965,6.0,bronx
09X303,I.S. X303 Leadership & Community Service,Middle,318,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.86,0.96,0.83,0.97,0.94,0.95,1.0,1.0,0.5,0.5,0.5,13-Mar-15,0.138,0.365,0.154,0.921,0.195,0.846,0.013,0.27,0.701,0.006,0.9,0.576,0.931,0.22,0.977,7.0,bronx
09X311,Lucero Elementary School,Elementary,417,1.0,0.75,0.75,0.75,1.0,1.0,1.0,0.9,0.9,0.91,0.92,0.96,0.96,1.0,1.0,0.5,0.5,1,February 2017,0.448,0.221,0.053,0.948,0.365,0.863,0.002,0.077,0.911,0.005,6.1,0.471,0.917,0.333,0.951,7.0,bronx
09X313,I.S. 313 School of Leadership Development,Middle,302,0.75,0.5,0.75,0.5,0.75,0.75,0.5,0.74,0.67,0.7,0.7,0.91,0.82,1.0,1.0,1.0,1.0,1,May 2018,0.368,0.258,0.142,0.959,0.245,0.914,0.003,0.265,0.712,0.007,5,0.686,0.916,0.287,0.965,5.0,bronx
09X323,Bronx Writing Academy,Middle,401,0.5,0.5,0.5,0.75,0.5,0.5,0.75,0.7,0.7,0.62,0.75,0.85,0.82,1.0,0.0,1.0,1.0,1,February 2017,0.242,0.264,0.077,0.945,0.302,0.878,0.012,0.319,0.638,0.015,3.9,0.595,0.88,0.429,0.961,3.0,bronx
09X324,Bronx Early College Academy for Teaching & Learnin,Middle,238,1.0,1.0,1.0,0.75,0.75,0.75,0.75,0.83,0.86,0.7,0.88,0.91,0.91,0.5,1.0,1.0,0.5,1,May 2017,0.113,0.239,0.067,0.93,0.218,0.853,0.008,0.294,0.681,0.017,7.9,0.583,0.937,0.158,0.966,5.0,bronx
09X327,Comprehensive Model School Project M.S. 327,Middle,302,0.75,1.0,0.75,1.0,0.75,1.0,1.0,0.85,0.85,0.77,0.91,0.87,0.92,1.0,1.0,1.0,0.5,0.5,March-19,0.109,0.219,0.113,0.91,0.199,0.831,0.003,0.179,0.808,0.003,4.9,0.769,0.925,0.233,0.964,6.0,bronx
09X328,New Millennium Business Academy Middle School,Middle,319,0.75,1.0,0.75,0.75,0.75,0.75,0.5,0.83,0.85,0.74,0.89,0.89,0.9,1.0,0.5,1.0,1.0,0.5,May 2018,0.307,0.276,0.107,0.927,0.313,0.846,0.009,0.304,0.668,0.016,13.1,0.75,0.915,0.281,0.971,5.0,bronx
09X339,I.S. 339,Middle,477,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.79,0.85,0.7,0.89,0.91,0.88,1.0,1.0,1.0,0.5,1,May 2018,0.289,0.273,0.136,0.955,0.283,0.904,0.017,0.291,0.681,0.006,7.9,0.815,0.918,0.269,0.975,5.0,bronx
09X350,New Directions Secondary School,Middle,81,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.66,0.67,0.62,0.77,0.81,0.81,1.0,0.0,0.0,1.0,1,April 2018,0.272,0.309,0.062,0.976,0.346,0.951,0.012,0.284,0.63,0.012,6.1,0.577,0.632,0.838,0.964,3.0,bronx
09X361,The Highbridge Green School,Middle,378,0.75,0.75,1.0,0.75,0.75,0.75,0.75,0.82,0.82,0.79,0.84,0.89,0.85,0.5,1.0,1.0,0.5,0.5,February-19,0.22,0.259,0.082,0.949,0.188,0.897,0.003,0.206,0.767,0.016,6.1,0.55,0.938,0.181,0.974,5.0,bronx
09X413,Bronx High School for Medical Science,Middle,152,0.5,0.75,0.75,0.75,1.0,1.0,1.0,0.8,0.9,0.7,0.91,0.96,0.93,1.0,0.0,0.0,1.0,0,April 2017,0.243,0.224,0.125,0.909,0.211,0.809,0.066,0.283,0.632,0.007,17.1,0.706,0.936,0.187,0.974,7.0,bronx
09X443,The Family School,Elementary,519,1.0,1.0,0.75,0.75,0.75,1.0,1.0,0.79,0.88,0.8,0.91,0.94,0.94,0.5,1.0,0.5,0.5,0.5,February 2018,0.306,0.308,0.087,0.953,0.283,0.881,0.04,0.264,0.688,0.004,4,0.761,0.913,0.342,0.964,6.0,bronx
09X449,Grant Avenue Elementary School,Elementary,423,0.75,1.0,1.0,1.0,1.0,1.0,0.75,0.87,0.96,0.84,0.96,0.95,0.95,1.0,1.0,1.0,0.5,1,March 2018,0.253,0.362,0.177,0.918,0.26,0.853,0.047,0.281,0.641,0.012,10.1,0.833,0.923,0.286,0.964,7.0,bronx
09X454,Science and Technology Academy: A Mott Hall School,Middle,450,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.93,0.98,0.88,0.98,0.93,0.96,0.5,1.0,0.5,0.5,1,March 2017,0.169,0.204,0.071,0.876,0.204,0.778,0.033,0.273,0.682,0.004,10.1,0.622,0.92,0.261,0.974,6.0,bronx
09X457,Sheridan Academy for Young Leaders,Elementary,458,0.5,0.5,0.75,0.5,0.75,0.75,0.75,0.78,0.8,0.75,0.85,0.94,0.87,0.0,0.0,0.0,0.5,0,December 2017,0.238,0.273,0.116,0.94,0.262,0.878,0.017,0.301,0.675,0.002,10.1,0.765,0.903,0.378,0.951,5.0,bronx
09X505,"Bronx School for Law, Government and Justice",Middle,274,0.5,0.5,0.75,0.75,0.25,0.5,1.0,0.75,0.69,0.64,0.79,0.82,0.82,1.0,0.0,0.0,1.0,1,October 2017,0.153,0.234,0.073,0.866,0.142,0.741,0.015,0.215,0.752,0.004,4,0.7,0.956,0.091,0.962,2.0,bronx
09X555,Mount Eden Children's Academy,Elementary,375,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.91,0.94,0.91,0.96,0.97,0.96,0.5,1.0,0.5,0.5,0.5,January-19,0.24,0.179,0.083,0.881,0.163,0.763,0.003,0.171,0.803,0.008,2.6,0.731,0.945,0.166,0.964,7.0,bronx
09X568,Young Women's Leadership School of the Bronx,Middle,251,0.75,1.0,0.75,1.0,0.5,0.75,0.75,0.82,0.89,0.68,0.92,0.87,0.89,0.5,1.0,1.0,1.0,0.5,March-19,0.052,0.175,0.008,0.832,0.167,0.697,0.024,0.283,0.657,0.024,6.9,0.61,0.935,0.179,0.96,4.0,bronx
10X003,P.S. 3 Raul Julia Micro Society,K-8,295,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.79,0.85,0.69,0.86,0.92,0.86,1.0,1.0,1.0,0.5,0.5,October-18,0.163,0.231,0.075,0.91,0.264,0.793,0,0.285,0.712,0.003,16.1,0.815,0.917,0.315,0.956,5.0,bronx
10X007,Milton Fein School,Elementary,688,1.0,1.0,1.0,0.75,1.0,0.75,0.75,0.89,0.9,0.93,0.89,0.96,0.92,0.5,1.0,0.5,0.5,0.5,"February 12, 2015",0.202,0.125,0.058,0.74,0.195,0.626,0.064,0.06,0.789,0.083,2.5,0.87,0.957,0.092,0.971,6.0,bronx
10X008,P.S. 008 Isaac Varian,Elementary,939,0.75,0.75,0.75,1.0,0.75,0.75,0.75,0.8,0.89,0.81,0.88,0.93,0.9,1.0,1.0,1.0,1.0,1,December-18,0.256,0.226,0.082,0.867,0.19,0.769,0.058,0.077,0.789,0.066,3.8,0.844,0.913,0.327,0.951,5.0,bronx
10X009,P.S. 9 Ryer Avenue Elementary School,Elementary,761,0.75,0.75,0.5,0.75,0.75,0.75,0.75,0.84,0.84,0.81,0.83,0.92,0.86,0.5,1.0,1.0,1.0,1,February 2017,0.344,0.239,0.084,0.955,0.339,0.895,0.018,0.148,0.812,0.011,9.9,0.846,0.905,0.382,0.964,5.0,bronx
10X015,P.S. X015 Institute for Environmental Learning,K-8,475,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.79,0.82,0.69,0.82,0.93,0.87,1.0,1.0,1.0,1.0,1,January 2018,0.114,0.206,0.032,0.863,0.179,0.758,0.015,0.114,0.861,0,9.5,0.906,0.935,0.2,0.952,5.0,bronx
10X020,"PS/MS 20 P.O.George J. Werdann, III",K-8,970,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.61,0.63,0.6,0.64,0.87,0.73,0.5,1.0,0.0,1.0,1,March 2017,0.259,0.294,0.098,0.885,0.202,0.801,0.084,0.115,0.733,0.051,2.1,0.701,0.907,0.372,0.965,2.0,bronx
10X023,P.S. 023 The New Children's School,Elementary,391,0.75,1.0,0.75,0.75,0.75,1.0,0.75,0.91,0.97,0.88,0.94,0.94,0.95,1.0,0.0,1.0,1.0,1,January 2017,0.23,0.286,0.153,0.964,0.35,0.89,0.008,0.33,0.642,0.008,9.9,0.974,0.899,0.358,0.959,6.0,bronx
10X024,P.S. 024 Spuyten Duyvil,Elementary,844,0.75,0.75,0.75,0.75,0.75,0.5,0.75,0.91,0.88,0.89,0.89,0.93,0.86,1.0,1.0,1.0,1.0,1,May 2018,0.043,0.148,0.026,0.262,0.044,0.19,0.091,0.075,0.43,0.355,2.8,0.873,0.95,0.112,0.965,4.0,bronx
10X032,P.S. 032 Belmont,Elementary,722,1.0,1.0,0.75,0.75,0.75,1.0,0.5,0.84,0.92,0.84,0.89,0.94,0.95,0.5,0.5,0.5,0.5,0.5,"December 12, 2014",0.186,0.249,0.096,0.952,0.278,0.896,0.01,0.184,0.771,0.024,4.4,0.676,0.905,0.403,0.958,6.0,bronx
10X033,P.S. 033 Timothy Dwight,Elementary,836,0.75,0.75,0.5,0.75,0.75,0.5,0.5,0.75,0.81,0.68,0.8,0.91,0.83,0.5,1.0,1.0,0.5,1,December 2017,0.257,0.23,0.116,0.96,0.15,0.913,0.006,0.104,0.86,0.012,14.1,0.852,0.904,0.373,0.947,4.0,bronx
10X037,P.S. X037 - Multiple Intelligence School,K-8,630,1.0,1.0,0.5,1.0,1.0,1.0,0.75,0.86,0.94,0.72,0.96,0.96,0.95,0.5,1.0,0.5,1.0,0.5,November 2017,0.154,0.289,0.119,0.873,0.278,0.816,0.019,0.213,0.737,0.019,12.1,0.822,0.897,0.406,0.97,7.0,bronx
10X045,Thomas C. Giordano Middle School 45,Middle,709,0.5,0.75,0.5,0.75,0.75,0.75,0.5,0.79,0.83,0.67,0.83,0.93,0.88,1.0,0.0,0.0,1.0,1,January 2017,0.192,0.189,0.066,0.927,0.22,0.849,0.01,0.164,0.786,0.031,14.1,0.745,0.903,0.333,0.972,5.0,bronx
10X046,P.S. 046 Edgar Allan Poe,Elementary,853,0.5,0.75,0.5,0.75,0.75,0.75,0.5,0.82,0.77,0.74,0.74,0.94,0.87,1.0,0.0,0.0,1.0,1,June 2017,0.399,0.25,0.117,0.941,0.319,0.862,0.015,0.135,0.823,0.018,10.7,0.901,0.908,0.361,0.953,5.0,bronx
10X051,P.S. 051 Bronx New School,Elementary,187,1.0,1.0,1.0,0.75,1.0,0.75,0.25,0.78,0.9,0.86,0.87,0.95,0.94,0.5,1.0,0.5,0.5,1,November 2017,0.043,0.182,0,0.853,0.139,0.749,0.021,0.332,0.626,0.016,4.1,0.6,0.925,0.279,0.979,6.0,bronx
10X054,P.S./I.S. 54,Elementary,425,0.75,0.75,1.0,0.75,1.0,0.75,0.75,0.85,0.85,0.82,0.88,0.97,0.91,1.0,1.0,1.0,0.5,1,February 2017,0.172,0.228,0.096,0.932,0.273,0.854,0.024,0.231,0.72,0.016,5.9,0.667,0.936,0.214,0.974,6.0,bronx
10X056,P.S. 056 Norwood Heights,Elementary,669,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98,0.98,0.99,0.99,0.95,0.98,0.5,0.5,0.5,0.5,0.5,"December 3, 2014",0.154,0.271,0.099,0.909,0.268,0.81,0.211,0.085,0.625,0.055,4.1,0.878,0.926,0.254,0.963,7.0,bronx
10X059,P.S. 059 The Community School of Technology,Elementary,473,0.75,0.75,0.75,0.75,0.75,0.75,0.5,0.78,0.79,0.81,0.82,0.93,0.88,0.5,1.0,1.0,1.0,1,November 2017,0.195,0.319,0.154,0.969,0.326,0.92,0.008,0.319,0.651,0.013,7.9,0.86,0.897,0.374,0.961,5.0,bronx
10X080,J.H.S. 080 The Mosholu Parkway,Middle,652,0.75,0.75,0.75,0.75,0.75,0.75,1.0,0.82,0.82,0.72,0.88,0.89,0.86,1.0,1.0,1.0,1.0,1,March 2017,0.316,0.253,0.104,0.912,0.291,0.821,0.113,0.132,0.706,0.037,7.3,0.302,0.929,0.243,0.967,5.0,bronx
10X081,P.S. 081 Robert J. Christen,Elementary,746,1.0,1.0,0.75,1.0,1.0,1.0,0.75,0.93,0.97,0.95,0.95,0.97,0.97,0.5,1.0,0.5,0.5,0.5,"May 7, 2015",0.08,0.189,0.06,0.406,0.064,0.316,0.07,0.092,0.528,0.273,6.8,0.736,0.934,0.21,0.97,7.0,bronx
10X085,P.S. 085 Great Expectations,Elementary,846,0.75,0.5,0.5,0.75,0.75,0.5,0.5,0.8,0.75,0.68,0.78,0.9,0.84,1.0,1.0,1.0,1.0,1,May 2018,0.286,0.234,0.073,0.954,0.242,0.901,0.008,0.264,0.714,0.004,0.4,0.835,0.924,0.27,0.957,4.0,bronx
10X086,P.S. 086 Kingsbridge Heights,Elementary,1589,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.95,0.96,0.96,0.96,0.96,0.96,0.5,1.0,1.0,0.5,0.5,"May 14, 2015",0.321,0.213,0.067,0.927,0.272,0.825,0.038,0.055,0.885,0.014,7.6,0.71,0.927,0.257,0.956,7.0,bronx
10X091,P.S. 091 Bronx,Elementary,646,0.75,0.5,0.5,0.5,0.75,0.5,0.75,0.71,0.67,0.64,0.66,0.91,0.72,1.0,1.0,1.0,0.5,1,January 2017,0.404,0.24,0.118,0.942,0.379,0.864,0.037,0.147,0.78,0.019,9.1,0.767,0.913,0.349,0.97,4.0,bronx
10X094,P.S. 094 Kings College School,Elementary,1220,0.75,0.75,0.75,0.75,0.75,0.75,0.5,0.75,0.81,0.74,0.83,0.94,0.9,1.0,1.0,1.0,0.5,1,November 2016,0.255,0.243,0.09,0.925,0.222,0.836,0.086,0.157,0.697,0.037,14.1,0.794,0.905,0.393,0.951,5.0,bronx
