dbn,school_name,school_type,fam_comm_ties_rating,trust_rating,pct_pos_fam_comm_ties,pct_pos_trust,pct_ell,pct_disabilities,pct_self_contained,economic_need_index,pct_temp_housing,pct_hra_eligible,pct_asian,pct_black,pct_hispanic,pct_white,student_attendance_rate
22K139,P.S. 139 Alexine A. Fenty,Elementary,0.75,0.5,0.94,0.83,0.161,0.189,0.065,0.753,0.122,0.665,0.191,0.249,0.423,0.106,0.935
22K152,School of Science & Technology,Elementary,0.75,0.75,0.93,0.89,0.178,0.216,0.108,0.804,0.153,0.743,0.078,0.595,0.286,0.031,0.936
22K193,P.S. 193 Gil Hodges,Elementary,0.75,0.75,0.95,0.87,0.194,0.226,0.064,0.645,0.057,0.561,0.173,0.421,0.14,0.19,0.942
22K194,P.S. 194 Raoul Wallenberg,Elementary,1.0,1.0,0.97,0.99,0.145,0.302,0.101,0.92,0.195,0.861,0.113,0.467,0.195,0.221,0.917
22K195,P.S. 195 Manhattan Beach,Elementary,1.0,0.75,0.96,0.88,0.169,0.073,0.013,0.292,0.013,0.233,0.028,0.013,0.015,0.934,0.935
22K197,P.S. 197 - The Kings Highway Academy,Elementary,1.0,1.0,0.96,0.97,0.319,0.185,0.059,0.681,0.093,0.6,0.153,0.093,0.112,0.622,0.935
22K198,P.S. 198 Brooklyn,Elementary,1.0,0.75,0.96,0.9,0.016,0.239,0.107,0.758,0.257,0.668,0.029,0.831,0.097,0.019,0.916
22K203,P.S. 203 Floyd Bennett School,Elementary,0.75,0.75,0.93,0.89,0.103,0.27,0.147,0.691,0.137,0.629,0.091,0.726,0.116,0.036,0.935
22K206,P.S. 206 Joseph F Lamb,K-8,0.75,0.75,0.93,0.86,0.238,0.121,0.015,0.61,0.038,0.547,0.467,0.016,0.101,0.399,0.959
22K207,P.S. 207 Elizabeth G. Leary,K-8,1.0,0.75,0.95,0.91,0.044,0.19,0.046,0.397,0.033,0.343,0.144,0.341,0.159,0.331,0.948
22K217,P.S. 217 Colonel David Marcus School,Elementary,1.0,0.75,0.96,0.92,0.264,0.139,0.029,0.801,0.1,0.735,0.525,0.089,0.167,0.186,0.93
22K222,P.S. 222 Katherine R. Snyder,Elementary,1.0,1.0,0.96,0.96,0.105,0.234,0.055,0.418,0.014,0.374,0.216,0.137,0.179,0.439,0.952
22K234,J.H.S. 234 Arthur W. Cunningham,Middle,0.5,0.5,0.85,0.75,0.099,0.153,0.046,0.639,0.068,0.554,0.238,0.165,0.147,0.43,0.935
22K236,P.S. 236 Mill Basin,Elementary,1.0,1.0,0.97,0.98,0.071,0.145,0.041,0.34,0.041,0.268,0.097,0.201,0.139,0.504,0.942
22K240,Andries Hudde,Middle,0.5,0.5,0.86,0.79,0.17,0.206,0.073,0.771,0.128,0.701,0.161,0.575,0.163,0.086,0.937
22K245,P.S. 245,Elementary,1.0,0.75,0.97,0.92,0.082,0.272,0.095,0.809,0.163,0.735,0.014,0.548,0.412,0.01,0.951
22K251,P.S. 251 Paerdegat,Elementary,0.75,0.5,0.94,0.82,0.077,0.218,0.095,0.798,0.148,0.719,0.026,0.742,0.148,0.056,0.907
22K254,P.S. 254 Dag Hammarskjold,Elementary,0.75,1.0,0.95,0.91,0.231,0.125,0.02,0.542,0.018,0.471,0.29,0.008,0.085,0.612,0.942
22K255,P.S. 255 Barbara Reing School,Elementary,0.75,0.75,0.93,0.89,0.215,0.172,0.044,0.698,0.092,0.617,0.219,0.025,0.098,0.639,0.939
22K277,P.S. 277 Gerritsen Beach,Elementary,0.75,0.75,0.95,0.9,0.07,0.231,0.058,0.385,0.028,0.309,0.151,0.02,0.113,0.698,0.947
22K278,J.H.S. 278 Marine Park,Middle,0.75,0.5,0.9,0.85,0.039,0.177,0.049,0.52,0.086,0.43,0.108,0.4,0.176,0.296,0.936
22K312,P.S. 312 Bergen Beach,Elementary,1.0,0.75,0.96,0.91,0.05,0.203,0.067,0.472,0.05,0.395,0.05,0.378,0.14,0.402,0.941
22K315,P.S. K315,Elementary,1.0,0.75,0.95,0.87,0.163,0.28,0.114,0.829,0.171,0.77,0.085,0.554,0.272,0.067,0.932
22K361,P.S. 361 East Flatbush Early Childhood School,Elementary,0.75,1.0,0.95,0.93,0.23,0.262,0.132,0.83,0.213,0.757,0.035,0.755,0.159,0.044,0.913
22K381,I. S. 381,Middle,0.75,0.75,0.91,0.92,0.129,0.188,0.047,0.748,0.078,0.69,0.118,0.565,0.184,0.118,0.94
22K890,M.S. 890,Middle,1.0,1.0,0.97,0.94,0.061,0.136,0.028,0.701,0.099,0.615,0.117,0.385,0.357,0.117,0.968
23K041,P.S. 041 Francis White,K-8,0.75,0.5,0.92,0.8,0.062,0.294,0.109,0.954,0.249,0.9,0.007,0.595,0.333,0.017,0.867
23K137,P.S./I.S. 137 Rachel Jean Mitchell,K-8,0.75,0.75,0.93,0.89,0.07,0.367,0.164,0.889,0.293,0.82,0,0.758,0.184,0.012,0.903
23K150,P.S. 150 Christopher,Elementary,1.0,1.0,0.96,0.93,0.071,0.368,0.174,0.981,0.219,0.91,0.006,0.613,0.323,0.019,0.887
23K155,P.S./ I.S. 155 Nicholas Herkimer,K-8,0.75,1.0,0.95,0.92,0.203,0.248,0.111,0.943,0.298,0.894,0.024,0.483,0.47,0.016,0.882
23K156,P.S. 156 Waverly,Elementary,0.75,0.5,0.91,0.82,0.019,0.236,0.095,0.893,0.235,0.823,0.01,0.791,0.182,0.005,0.894
23K165,P.S. 165 Ida Posner,Elementary,0.75,0.75,0.94,0.92,0.019,0.384,0.138,0.973,0.314,0.962,0,0.786,0.17,0.038,0.888
23K178,P.S. 178 Saint Clair Mckelway,K-8,1.0,1.0,1,0.97,0.075,0.234,0.102,0.906,0.291,0.834,0.023,0.751,0.166,0.038,0.872
23K184,P.S. 184 Newport,K-8,0.75,0.75,0.92,0.84,0.04,0.296,0.176,0.949,0.219,0.877,0.002,0.7,0.273,0.012,0.882
23K284,"The Gregory Jocko Jackson School of Sports, Art, a",Elementary,1.0,0.75,0.97,0.92,0.076,0.273,0.067,0.976,0.214,0.941,0.004,0.651,0.336,0,0.903
23K298,P.S. 298 Dr. Betty Shabazz,Elementary,1.0,0.5,0.96,0.83,0.093,0.319,0.088,0.987,0.315,0.94,0.023,0.667,0.264,0.019,0.91
23K323,P.S./I.S. 323,K-8,0.75,0.75,0.93,0.85,0.057,0.224,0.102,0.937,0.276,0.883,0.024,0.741,0.212,0.011,0.884
23K327,P.S. 327 Dr. Rose B. English,Elementary,1.0,1.0,0.99,0.94,0.09,0.36,0.149,0.951,0.297,0.914,0.023,0.644,0.275,0.027,0.878
23K363,Brownsville Collaborative Middle School,Middle,0.75,0.5,0.91,0.78,0.112,0.367,0.115,0.961,0.295,0.885,0.004,0.691,0.277,0.018,0.863
23K392,I.S. 392,Middle,0.75,0.75,0.93,0.9,0.013,0.16,0.052,0.653,0.098,0.508,0.026,0.779,0.153,0.003,0.95
23K401,Christopher Avenue Community School,Elementary,1.0,1.0,0.97,0.97,0.056,0.312,0.137,0.962,0.449,0.91,0.004,0.603,0.368,0.013,0.856
23K446,Riverdale Avenue Community School,Elementary,0.75,0.75,0.94,0.88,0.077,0.283,0.106,0.927,0.373,0.891,0.016,0.749,0.199,0.023,0.883
23K518,Kappa V (Knowledge and Power Preparatory Academy),Middle,0.75,0.75,0.91,0.89,0.031,0.321,0.117,0.858,0.23,0.781,0,0.862,0.107,0.005,0.908
23K522,Mott Hall IV,Middle,0.75,1.0,0.91,0.92,0.012,0.329,0.145,0.875,0.15,0.792,0.006,0.873,0.11,0.006,0.901
23K599,Brooklyn Landmark Elementary School,Elementary,1.0,1.0,0.97,0.97,0.032,0.214,0.009,0.821,0.202,0.733,0.023,0.76,0.205,0.006,0.922
23K644,Eagle Academy for Young Men II,Middle,1.0,1.0,0.96,0.94,0,0.325,0.017,0.759,0.199,0.647,0,0.88,0.096,0,0.933
23K664,Brooklyn Environmental Exploration School (BEES),Middle,0.75,1.0,0.92,0.96,0.078,0.392,0,0.924,0.363,0.873,0.01,0.716,0.235,0.029,0.868
23K668,Riverdale Avenue Middle School,Middle,0.75,0.75,0.89,0.76,0.082,0.336,0.015,0.928,0.373,0.873,0.037,0.716,0.194,0.007,0.868
23K671,Mott Hall Bridges Academy,Middle,1.0,1.0,0.94,0.93,0.015,0.317,0.141,0.921,0.181,0.869,0.01,0.829,0.146,0.01,0.909
23K697,Teachers Preparatory High School,Middle,0.75,0.75,0.89,0.91,0.063,0.313,0,0.915,0.25,0.875,0,0.813,0.063,0.125,0.822
24Q005,I.S. 5 - The Walter Crowley Intermediate School,Middle,0.5,0.75,0.87,0.85,0.179,0.194,0.065,0.777,0.066,0.718,0.4,0.018,0.552,0.019,0.958
24Q007,P.S. 007 Louis F. Simeone,Elementary,1.0,1.0,0.96,0.95,0.407,0.135,0.05,0.777,0.07,0.716,0.605,0.003,0.358,0.028,0.956
24Q012,P.S. 012 James B. Colgate,Elementary,1.0,0.75,0.96,0.87,0.303,0.156,0.062,0.749,0.097,0.666,0.551,0.001,0.406,0.032,0.958
24Q013,P.S. 013 Clement C. Moore,Elementary,0.75,0.75,0.93,0.85,0.296,0.145,0.062,0.779,0.162,0.683,0.298,0.083,0.56,0.044,0.949
24Q014,P.S. 014 Fairview,Elementary,0.75,0.5,0.9,0.83,0.342,0.189,0.083,0.869,0.068,0.811,0.058,0.022,0.896,0.017,0.94
24Q016,P.S. Q016 The Nancy DeBenedittis School,Elementary,1.0,0.75,0.95,0.87,0.451,0.193,0.064,0.896,0.242,0.828,0.074,0.001,0.907,0.014,0.956
24Q019,P.S. 019 Marino Jeantet,Elementary,0.75,0.75,0.94,0.94,0.555,0.222,0.087,0.87,0.149,0.806,0.051,0.004,0.935,0.006,0.955
24Q049,P.S. 049 Dorothy Bonawit Kole,K-8,0.75,0.75,0.94,0.9,0.066,0.165,0.039,0.355,0.053,0.306,0.194,0.011,0.238,0.539,0.954
24Q058,P.S. 58 - The School of Heroes,Elementary,0.75,0.5,0.94,0.8,0.128,0.16,0.049,0.59,0.057,0.531,0.399,0.006,0.4,0.182,0.955
24Q061,I.S. 061 Leonardo Da Vinci,Middle,0.75,0.75,0.9,0.87,0.32,0.212,0.091,0.859,0.115,0.784,0.059,0.025,0.892,0.02,0.94
24Q068,P.S. 068 Cambridge,Elementary,1.0,1.0,0.96,0.96,0.147,0.233,0.099,0.719,0.088,0.645,0.028,0.017,0.884,0.068,0.932
24Q071,P.S. 071 Forest,Elementary,1.0,1.0,0.95,0.96,0.169,0.202,0.025,0.695,0.095,0.625,0.045,0.009,0.542,0.348,0.923
24Q073,I.S. 73 - The Frank Sansivieri Intermediate School,Middle,0.5,0.75,0.85,0.86,0.135,0.194,0.061,0.685,0.062,0.612,0.29,0.008,0.581,0.115,0.956
24Q077,I.S. 077,Middle,0.5,0.75,0.86,0.88,0.207,0.29,0.126,0.81,0.105,0.738,0.095,0.019,0.791,0.092,0.922
24Q081,P.S. 81Q Jean Paul Richter,Elementary,1.0,1.0,0.96,0.95,0.286,0.291,0.121,0.859,0.203,0.776,0.05,0.018,0.854,0.069,0.95
24Q087,P.S./I.S. 087 Middle Village,K-8,1.0,1.0,0.97,0.92,0.101,0.238,0.086,0.54,0.031,0.462,0.042,0.018,0.573,0.352,0.927
24Q088,P.S. 088 Seneca,Elementary,1.0,0.75,0.96,0.93,0.162,0.197,0.061,0.645,0.051,0.585,0.075,0.018,0.5,0.389,0.927
24Q089,P.S. 089 Elmhurst,Elementary,1.0,0.75,0.95,0.93,0.44,0.162,0.061,0.81,0.099,0.745,0.225,0.001,0.743,0.022,0.952
24Q091,P.S. 091 Richard Arkwright,Elementary,0.75,1.0,0.94,0.94,0.123,0.201,0.076,0.545,0.046,0.483,0.029,0.023,0.509,0.433,0.92
24Q093,I.S. 093 Ridgewood,Middle,0.5,0.75,0.87,0.9,0.136,0.218,0.061,0.741,0.125,0.652,0.076,0.026,0.719,0.173,0.943
24Q102,P.S. 102 Bayview,K-8,0.75,1.0,0.93,0.92,0.137,0.146,0.048,0.709,0.086,0.597,0.608,0.032,0.317,0.029,0.961
24Q110,P.S. 110,Elementary,1.0,0.75,0.96,0.9,0.417,0.199,0.055,0.891,0.181,0.808,0.076,0.003,0.914,0.004,0.949
24Q113,P.S./I.S. 113 Anthony J. Pranzo,K-8,1.0,1.0,0.97,0.93,0.063,0.159,0.045,0.353,0.039,0.276,0.058,0.015,0.42,0.495,0.951
24Q119,I.S. 119 The Glendale,K-8,0.75,0.5,0.89,0.82,0.025,0.091,0.015,0.472,0.032,0.391,0.271,0.02,0.295,0.392,0.957
24Q125,I.S. 125 Thom J. McCann Woodside,Middle,0.75,0.75,0.89,0.9,0.166,0.167,0.058,0.78,0.11,0.704,0.388,0.02,0.531,0.054,0.952
24Q128,"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elemen",K-8,1.0,0.75,0.95,0.89,0.034,0.137,0.032,0.245,0.017,0.187,0.038,0.006,0.199,0.751,0.955
24Q143,P.S. 143 Louis Armstrong,Elementary,0.75,0.75,0.91,0.89,0.577,0.235,0.1,0.896,0.101,0.849,0.039,0.009,0.938,0.01,0.94
24Q153,P.S. 153 Maspeth Elem,Elementary,1.0,0.75,0.95,0.9,0.103,0.19,0.049,0.551,0.041,0.467,0.105,0.008,0.456,0.414,0.941
24Q199,P.S. 199 Maurice A. Fitzgerald,Elementary,1.0,1.0,0.96,0.94,0.355,0.191,0.07,0.745,0.103,0.65,0.32,0.024,0.575,0.064,0.936
24Q211,Elm Tree Elementary School,Elementary,1.0,0.75,0.95,0.85,0.437,0.237,0.062,0.853,0.316,0.759,0.058,0.033,0.888,0.012,0.937
24Q229,P.S. 229 Emanuel Kaplan,Elementary,1.0,0.75,0.95,0.9,0.079,0.208,0.088,0.568,0.06,0.505,0.369,0.022,0.409,0.195,0.949
24Q239,P.S. 239,Elementary,1.0,1.0,0.96,0.97,0.27,0.261,0.082,0.85,0.226,0.737,0.144,0.012,0.774,0.066,0.936
24Q290,A.C.E. Academy for Scholars at the Geraldine Ferra,Elementary,1.0,1.0,0.98,0.96,0.101,0.112,0.004,0.515,0.08,0.402,0.165,0.031,0.48,0.288,0.952
24Q305,Learners and Leaders,Elementary,0.75,0.75,0.94,0.86,0.239,0.261,0.109,0.774,0.154,0.68,0.082,0.018,0.761,0.129,0.938
24Q307,Pioneer Academy,Elementary,0.75,0.75,0.95,0.86,0.377,0.231,0.07,0.879,0.092,0.826,0.023,0.009,0.952,0.011,0.96
24Q311,Corona Arts & Sciences Academy,Middle,0.75,0.75,0.92,0.9,0.23,0.196,0.081,0.892,0.131,0.836,0.013,0.018,0.963,0.003,0.959
24Q330,Helen M. Marshall School,Elementary,0.75,0.75,0.94,0.93,0.299,0.214,0.094,0.865,0.253,0.784,0.064,0.037,0.886,0.007,0.943
24Q343,The Children's Lab School,Elementary,1.0,1.0,0.96,0.97,0.304,0.217,0.037,0.739,0.052,0.649,0.281,0,0.578,0.126,0.931
24Q560,"Robert F. Wagner, Jr. Secondary School for Arts an",Middle,0.5,0.75,0.86,0.87,0.019,0.12,0.006,0.441,0.038,0.342,0.361,0.063,0.335,0.215,0.973
25Q020,P.S. 020 John Bowne,Elementary,0.75,1.0,0.94,0.94,0.364,0.144,0.041,0.816,0.078,0.747,0.717,0.04,0.205,0.028,0.956
25Q021,P.S. 021 Edward Hart,Elementary,1.0,0.75,0.95,0.88,0.266,0.13,0.05,0.678,0.166,0.566,0.634,0.01,0.294,0.052,0.955
25Q022,P.S. 022 Thomas Jefferson,Elementary,1.0,1.0,0.96,0.96,0.484,0.121,0.039,0.778,0.065,0.679,0.634,0.009,0.312,0.028,0.963
25Q024,P.S. 024 Andrew Jackson,Elementary,1.0,0.75,0.95,0.83,0.388,0.121,0.037,0.728,0.123,0.646,0.848,0.018,0.108,0.013,0.969
25Q025,I.S. 025 Adrien Block,Middle,0.5,0.75,0.87,0.86,0.12,0.147,0.043,0.494,0.062,0.419,0.556,0.019,0.232,0.179,0.967
25Q029,P.S. 029 Queens,Elementary,1.0,1.0,0.97,0.93,0.294,0.205,0.018,0.725,0.067,0.66,0.259,0.012,0.63,0.094,0.944
25Q032,P.S. 032 State Street,Elementary,1.0,1.0,0.97,0.97,0.147,0.122,0.046,0.557,0.031,0.494,0.703,0.007,0.168,0.094,0.958
25Q079,P.S. 079 Francis Lewis,Elementary,1.0,0.75,0.96,0.91,0.125,0.128,0.02,0.415,0.039,0.339,0.538,0.005,0.202,0.243,0.96
25Q107,P.S. 107 Thomas A Dooley,Elementary,0.75,0.75,0.94,0.9,0.257,0.156,0.07,0.608,0.079,0.531,0.543,0.017,0.329,0.102,0.95
25Q120,P.S. 120 Queens,Elementary,0.75,0.75,0.95,0.92,0.408,0.139,0.041,0.782,0.024,0.716,0.831,0.004,0.148,0.01,0.966
25Q129,P.S. 129 Patricia Larkin,Elementary,1.0,1.0,0.96,0.96,0.219,0.159,0.058,0.638,0.068,0.565,0.344,0.016,0.513,0.115,0.948
25Q130,P.S. 130,Elementary,1.0,1.0,0.97,0.98,0.139,0.172,0.015,0.41,0.026,0.329,0.522,0.033,0.201,0.216,0.952
25Q154,P.S. 154 Queens,Elementary,1.0,0.75,0.96,0.85,0.166,0.198,0.079,0.678,0.043,0.61,0.488,0.094,0.269,0.114,0.947
25Q163,P.S. 163 Flushing Heights,Elementary,1.0,0.75,0.96,0.85,0.431,0.151,0.054,0.698,0.027,0.621,0.811,0.011,0.151,0.012,0.967
25Q164,P.S. 164 Queens Valley,K-8,0.75,0.75,0.92,0.87,0.14,0.184,0.048,0.55,0.037,0.47,0.316,0.051,0.26,0.359,0.949
25Q165,P.S. 165 Edith K. Bergtraum,Elementary,1.0,0.75,0.97,0.88,0.124,0.268,0.075,0.618,0.088,0.524,0.531,0.117,0.195,0.136,0.941
25Q169,P.S. 169 Bay Terrace,Elementary,1.0,0.75,0.97,0.93,0.078,0.178,0,0.335,0.01,0.266,0.337,0.048,0.269,0.317,0.954
25Q184,P.S. 184 Flushing Manor,Elementary,1.0,1.0,0.96,0.94,0.124,0.186,0.019,0.404,0.064,0.337,0.451,0.002,0.139,0.387,0.96
25Q185,J.H.S. 185 Edward Bleeker,Middle,0.75,0.75,0.88,0.89,0.135,0.142,0.05,0.634,0.074,0.541,0.579,0.018,0.296,0.1,0.964
25Q189,J.H.S. 189 Daniel Carter Beard,Middle,0.25,0.5,0.81,0.81,0.271,0.186,0.075,0.795,0.083,0.695,0.644,0.03,0.297,0.022,0.969
25Q193,P.S. 193 Alfred J. Kennedy,Elementary,1.0,1.0,0.98,0.95,0.069,0.178,0.033,0.267,0.008,0.237,0.18,0.008,0.192,0.602,0.951
25Q194,J.H.S. 194 William Carr,Middle,0.5,0.75,0.87,0.85,0.089,0.141,0.032,0.475,0.055,0.404,0.427,0.014,0.283,0.264,0.953
25Q200,P.S./M.S. 200 - The Magnet School of Global Studie,K-8,1.0,0.75,0.96,0.9,0.047,0.209,0.065,0.522,0.071,0.43,0.132,0.209,0.493,0.138,0.937
25Q201,P.S. 201 The Discovery School for Inquiry and Rese,Elementary,0.75,0.75,0.93,0.93,0.094,0.268,0.124,0.76,0.078,0.686,0.167,0.383,0.397,0.028,0.921
25Q209,P.S. 209 Clearview Gardens,Elementary,1.0,1.0,0.97,0.95,0.08,0.154,0.004,0.312,0.015,0.252,0.487,0.007,0.17,0.317,0.962
25Q214,P.S. 214 Cadwallader Colden,Elementary,0.75,0.75,0.93,0.89,0.213,0.15,0.025,0.673,0.032,0.549,0.65,0.071,0.235,0.02,0.961
25Q219,P.S. 219 Paul Klapper,K-8,0.75,0.75,0.94,0.83,0.168,0.32,0.128,0.599,0.118,0.513,0.477,0.074,0.296,0.144,0.952
25Q237,I.S. 237,Middle,0.5,0.75,0.84,0.83,0.208,0.123,0.031,0.728,0.052,0.651,0.779,0.05,0.149,0.013,0.962
25Q250,I.S. 250 The Robert F. Kennedy Community Middle Sc,Middle,0.5,0.75,0.85,0.83,0.15,0.196,0.084,0.747,0.101,0.676,0.311,0.245,0.322,0.074,0.925
25Q252,"Queens School of Inquiry, The",Middle,0.5,0.75,0.84,0.87,0.067,0.162,0.004,0.6,0.032,0.522,0.474,0.126,0.229,0.162,0.952
25Q281,East-West School of International Studies,Middle,0.75,0.75,0.91,0.85,0.094,0.128,0,0.724,0.03,0.65,0.811,0.017,0.135,0.027,0.978
25Q285,World Journalism Preparatory: A College Board Scho,Middle,1.0,0.75,0.92,0.91,0.027,0.179,0,0.47,0.035,0.381,0.202,0.023,0.405,0.342,0.947
25Q294,BELL Academy,Middle,1.0,0.75,0.93,0.85,0.019,0.201,0.05,0.395,0.025,0.322,0.366,0.039,0.262,0.32,0.959
25Q499,"The Queens College School for Math, Science and Te",K-8,0.75,0.75,0.94,0.84,0.039,0.103,0.004,0.413,0.017,0.304,0.544,0.199,0.143,0.072,0.971
26Q018,P.S. 018 Winchester,Elementary,1.0,1.0,0.97,0.98,0.116,0.162,0.029,0.47,0.04,0.379,0.606,0.135,0.146,0.092,0.96
26Q026,P.S. 026 Rufus King,Elementary,1.0,0.75,0.97,0.82,0.145,0.201,0.051,0.555,0.022,0.493,0.612,0.098,0.15,0.114,0.944
26Q031,P.S. 031 Bayside,Elementary,1.0,1.0,0.97,0.97,0.119,0.215,0.087,0.456,0.012,0.387,0.557,0.081,0.204,0.134,0.958
26Q041,P.S. 041 Crocheron,Elementary,1.0,1.0,0.98,0.98,0.075,0.194,0.071,0.351,0.039,0.263,0.528,0.013,0.194,0.237,0.96
26Q046,P.S. 046 Alley Pond,Elementary,1.0,0.75,0.98,0.91,0.132,0.27,0.101,0.449,0.027,0.365,0.635,0.05,0.141,0.138,0.961
26Q067,J.H.S. 067 Louis Pasteur,Middle,0.75,0.75,0.91,0.92,0.04,0.09,0.016,0.317,0.02,0.262,0.619,0.036,0.13,0.196,0.973
26Q074,J.H.S. 074 Nathaniel Hawthorne,Middle,0.75,0.75,0.9,0.89,0.064,0.15,0.042,0.395,0.034,0.318,0.664,0.035,0.114,0.167,0.972
26Q094,P.S. 094 David D. Porter,Elementary,1.0,0.75,0.97,0.91,0.106,0.132,0.035,0.368,0.026,0.294,0.594,0.032,0.161,0.181,0.967
26Q098,P.S. 098 The Douglaston School,Elementary,1.0,0.5,0.97,0.78,0.027,0.217,0.004,0.202,0.004,0.144,0.285,0.046,0.141,0.464,0.959
26Q115,The James J. Ambrose School,Elementary,1.0,0.75,0.97,0.93,0.065,0.128,0.026,0.359,0.014,0.301,0.704,0.054,0.13,0.065,0.96
26Q133,P.S. 133 Queens,Elementary,1.0,0.75,0.96,0.88,0.078,0.158,0.054,0.424,0.056,0.372,0.633,0.065,0.177,0.091,0.958
26Q158,M.S. 158 Marie Curie,Middle,0.5,0.5,0.85,0.77,0.067,0.126,0.023,0.425,0.028,0.36,0.636,0.042,0.151,0.147,0.967
26Q159,P.S. 159,Elementary,1.0,0.75,0.98,0.91,0.189,0.146,0.04,0.407,0.061,0.33,0.618,0.011,0.141,0.214,0.968
26Q162,P.S. 162 John Golden,Elementary,1.0,0.75,0.96,0.74,0.204,0.157,0.033,0.468,0.017,0.406,0.715,0.017,0.11,0.131,0.965
26Q172,Irwin Altman Middle School 172,Middle,0.75,0.5,0.88,0.73,0.06,0.174,0.042,0.465,0.027,0.394,0.624,0.083,0.161,0.105,0.962
26Q173,P.S. 173 Fresh Meadows,Elementary,1.0,0.75,0.97,0.9,0.114,0.164,0.07,0.468,0.033,0.392,0.586,0.017,0.116,0.259,0.961
26Q178,P.S./ IS 178 Holliswood,K-8,0.75,0.75,0.94,0.83,0.072,0.148,0.014,0.334,0.019,0.257,0.115,0.074,0.086,0.702,0.955
26Q186,P.S. 186 Castlewood,Elementary,1.0,0.5,0.96,0.77,0.012,0.317,0.063,0.326,0.014,0.271,0.352,0.141,0.182,0.288,0.95
26Q188,P.S. 188 Kingsbury,Elementary,1.0,0.75,0.96,0.9,0.028,0.096,0.003,0.223,0.012,0.148,0.61,0.012,0.066,0.275,0.97
26Q191,P.S. 191 Mayflower,Elementary,1.0,1.0,0.97,0.98,0.147,0.13,0.049,0.548,0.066,0.464,0.723,0.037,0.144,0.069,0.953
26Q203,P.S. 203 Oakland Gardens,Elementary,1.0,0.75,0.96,0.94,0.157,0.105,0.026,0.347,0.016,0.288,0.75,0.016,0.097,0.113,0.969
26Q205,P.S. 205 Alexander Graham Bell,Elementary,1.0,1.0,0.97,0.96,0.061,0.182,0,0.236,0.025,0.175,0.425,0.039,0.211,0.264,0.964
26Q213,P.S. 213 The Carl Ullman School,Elementary,1.0,0.75,0.96,0.94,0.161,0.14,0.055,0.489,0.055,0.397,0.647,0.073,0.148,0.114,0.944
26Q216,J.H.S. 216 George J. Ryan,Middle,0.75,0.75,0.88,0.9,0.068,0.104,0.028,0.546,0.08,0.459,0.66,0.048,0.139,0.135,0.966
26Q221,P.S. 221 The North Hills School,Elementary,1.0,1.0,0.98,0.98,0.066,0.144,0.023,0.275,0.006,0.245,0.635,0.026,0.151,0.17,0.963
26Q266,P.S./I.S. 266,K-8,0.75,0.5,0.94,0.82,0.028,0.214,0.049,0.348,0.017,0.278,0.373,0.223,0.245,0.132,0.95
27Q042,P.S./M.S 042 R. Vernam,K-8,0.75,0.75,0.91,0.85,0.044,0.301,0.142,0.897,0.214,0.836,0.024,0.701,0.238,0.014,0.872
27Q043,P.S. 043,K-8,0.5,0.5,0.89,0.72,0.092,0.266,0.104,0.877,0.215,0.814,0.027,0.561,0.342,0.051,0.896
27Q045,P.S. 045 Clarence Witherspoon,Elementary,0.75,0.75,0.95,0.9,0.104,0.25,0.085,0.75,0.231,0.704,0.065,0.638,0.215,0.027,0.927
27Q047,P.S. 047 Chris Galas,K-8,1.0,1.0,0.98,0.94,0.019,0.3,0.066,0.334,0.047,0.282,0.005,0.019,0.183,0.779,0.938
27Q053,M.S. 053 Brian Piccolo,Middle,0.75,0.5,0.89,0.75,0.157,0.348,0.183,0.915,0.317,0.848,0.017,0.522,0.422,0.013,0.896
27Q056,P.S. 056 Harry Eichler,Elementary,1.0,1.0,0.97,0.98,0.257,0.221,0.059,0.698,0.089,0.612,0.36,0.036,0.436,0.126,0.945
27Q060,P.S. 060 Woodhaven,Elementary,1.0,0.75,0.96,0.93,0.199,0.18,0.024,0.737,0.074,0.671,0.178,0.03,0.718,0.033,0.934
27Q062,P. S. 62 - Chester Park School,Elementary,1.0,1.0,0.96,0.96,0.16,0.139,0.045,0.743,0.026,0.663,0.586,0.04,0.246,0.018,0.938
27Q063,P.S. 063 Old South,Elementary,0.75,0.75,0.94,0.93,0.146,0.182,0.092,0.698,0.071,0.604,0.366,0.067,0.46,0.061,0.928
27Q064,P.S. 064 Joseph P. Addabbo,Elementary,1.0,1.0,0.95,0.96,0.218,0.157,0.058,0.784,0.027,0.71,0.614,0.025,0.294,0.027,0.937
27Q065,P.S. 65 - The Raymond York Elementary School,Elementary,1.0,1.0,0.95,0.94,0.102,0.22,0.081,0.75,0.078,0.668,0.379,0.057,0.436,0.036,0.919
27Q066,P.S. 066 Jacqueline Kennedy Onassis,Elementary,1.0,1.0,0.96,0.96,0.316,0.25,0.007,0.668,0.055,0.586,0.156,0.053,0.658,0.086,0.933
27Q090,P.S. 090 Horace Mann,Elementary,1.0,0.75,0.95,0.86,0.255,0.2,0.098,0.724,0.099,0.644,0.316,0.042,0.571,0.038,0.937
27Q096,P.S. 096,Elementary,1.0,0.75,0.95,0.84,0.154,0.129,0.039,0.72,0.09,0.642,0.441,0.204,0.158,0.043,0.943
27Q097,P.S. 097 Forest Park,Elementary,1.0,0.75,0.96,0.89,0.246,0.18,0.075,0.73,0.052,0.665,0.178,0.019,0.723,0.062,0.935
