dbn,school_name,school_type,fam_comm_ties_rating,trust_rating,pct_pos_fam_comm_ties,pct_pos_trust,pct_ell,pct_disabilities,pct_self_contained,economic_need_index,pct_temp_housing,pct_hra_eligible,pct_asian,pct_black,pct_hispanic,pct_white,student_attendance_rate
07X359,Concourse Village Elementary School,Elementary,1.0,1.0,0.97,0.99,0.101,0.218,0.006,0.849,0.227,0.735,0.013,0.341,0.631,0.013,0.931
07X369,Young Leaders Elementary School,Elementary,1.0,1.0,0.97,0.98,0.397,0.349,0.11,0.96,0.364,0.909,0,0.167,0.809,0.019,0.927
07X500,Hostos-Lincoln Academy of Science,Middle,0.75,0.75,0.89,0.91,0.039,0.208,0.011,0.873,0.135,0.775,0.011,0.242,0.742,0,0.916
07X551,The Urban Assembly Bronx Academy of Letters,Middle,0.75,0.75,0.87,0.91,0.159,0.299,0.127,0.97,0.263,0.932,0,0.359,0.598,0.028,0.888
08X014,P.S. X014 Senator John Calandra,Elementary,0.75,1.0,0.94,0.97,0.074,0.234,0.065,0.538,0.098,0.435,0.05,0.059,0.664,0.203,0.928
08X036,P.S. 036 Unionport,Elementary,1.0,1.0,0.99,0.96,0.138,0.213,0.07,0.828,0.123,0.734,0.254,0.093,0.597,0.034,0.934
08X048,P.S. 048 Joseph R. Drake,Elementary,0.5,0.5,0.88,0.74,0.25,0.322,0.163,0.963,0.383,0.878,0.005,0.217,0.767,0.01,0.9
08X062,P.S. 062 Inocensio Casanova,Elementary,1.0,0.75,0.95,0.92,0.138,0.369,0.2,0.933,0.241,0.867,0.002,0.189,0.776,0.028,0.898
08X069,P.S. 069 Journey Prep School,Elementary,0.75,0.75,0.94,0.93,0.129,0.249,0.09,0.811,0.17,0.732,0.024,0.157,0.793,0.016,0.92
08X071,P.S. 071 Rose E. Scala,K-8,0.75,0.75,0.92,0.87,0.096,0.213,0.049,0.615,0.067,0.536,0.086,0.05,0.627,0.225,0.928
08X072,P.S. 072 Dr. William Dorney,Elementary,0.75,0.75,0.94,0.9,0.053,0.324,0.154,0.81,0.164,0.76,0.046,0.23,0.673,0.051,0.9
08X075,P.S. 75 School of Research and Discovery,Elementary,0.75,0.75,0.93,0.92,0.171,0.238,0.044,0.926,0.23,0.844,0.015,0.23,0.719,0.029,0.911
08X093,P.S. 093 Albert G. Oliver,Elementary,0.75,0.5,0.92,0.83,0.069,0.238,0.08,0.718,0.134,0.678,0,0.498,0.475,0.011,0.905
08X100,P.S. 100 Isaac Clason,Elementary,0.75,0.75,0.92,0.89,0.086,0.344,0.166,0.903,0.233,0.818,0.006,0.273,0.683,0.013,0.899
08X101,M.S. X101 Edward R. Byrne,Middle,0.75,0.75,0.92,0.87,0.013,0.233,0.053,0.585,0.059,0.481,0.156,0.099,0.571,0.156,0.944
08X107,P.S. 107,Elementary,0.75,0.75,0.93,0.92,0.12,0.388,0.178,0.963,0.278,0.905,0.004,0.313,0.662,0.015,0.883
08X119,The Dr. Emmett W. Bassett School,Elementary,0.75,0.5,0.91,0.72,0.288,0.188,0.051,0.898,0.141,0.819,0.288,0.102,0.471,0.081,0.92
08X123,J.H.S. 123 James M. Kieran,Middle,0.75,1.0,0.92,0.93,0.251,0.251,0.074,0.913,0.273,0.84,0.029,0.206,0.742,0.01,0.919
08X130,P.S. 130 Abram Stevens Hewitt,Elementary,1.0,0.75,0.95,0.87,0.204,0.319,0.142,0.943,0.279,0.863,0.007,0.229,0.736,0.022,0.904
08X131,J.H.S. 131 Albert Einstein,Middle,0.75,0.75,0.91,0.85,0.102,0.309,0.092,0.895,0.248,0.81,0.033,0.332,0.618,0.006,0.912
08X138,P.S. 138 Samuel Randall,Elementary,0.75,0.75,0.93,0.86,0.084,0.247,0.105,0.872,0.241,0.773,0.028,0.268,0.672,0.007,0.898
08X140,P.S. X140 The Eagle School,Elementary,0.75,0.75,0.92,0.86,0.099,0.256,0.125,0.947,0.303,0.894,0.002,0.378,0.599,0.012,0.899
08X146,P.S. 146 Edward Collins,Elementary,0.5,0.5,0.88,0.8,0.122,0.256,0.099,0.92,0.218,0.846,0.003,0.395,0.581,0.009,0.903
08X152,P.S. 152 Evergreen,Elementary,0.5,0.5,0.89,0.7,0.275,0.268,0.067,0.95,0.278,0.879,0.016,0.169,0.795,0.009,0.924
08X182,P.S. 182,Elementary,0.75,0.75,0.94,0.86,0.083,0.202,0.008,0.84,0.099,0.774,0.058,0.227,0.657,0.045,0.923
08X269,Bronx Studio School for Writers and Artists,Middle,0.5,0.5,0.85,0.8,0.15,0.306,0.105,0.915,0.18,0.844,0.007,0.173,0.803,0.017,0.922
08X301,M.S. 301 Paul L. Dunbar,Middle,0.5,0.75,0.87,0.9,0.264,0.219,0,0.963,0.322,0.913,0,0.413,0.55,0.021,0.878
08X302,M.S. 302 Luisa Dessus Cruz,Middle,1.0,0.75,0.94,0.87,0.212,0.288,0.064,0.946,0.261,0.886,0.004,0.207,0.766,0.015,0.905
08X304,P.S. 304 Early Childhood School,Elementary,1.0,0.75,0.96,0.92,0.029,0.232,0.072,0.464,0.061,0.377,0.077,0.072,0.662,0.178,0.93
08X333,The Longwood Academy of Discovery,Elementary,0.75,0.75,0.94,0.85,0.23,0.341,0.209,0.946,0.324,0.877,0.005,0.201,0.76,0.028,0.897
08X337,The School for Inquiry and Social Justice,Middle,0.75,0.75,0.89,0.86,0.139,0.233,0.028,0.846,0.177,0.734,0.024,0.209,0.73,0.012,0.928
08X367,"Archimedes Academy for Math, Science and Technolog",Middle,0.5,0.5,0.84,0.81,0.076,0.266,0.08,0.836,0.193,0.744,0.12,0.302,0.548,0.017,0.91
08X371,Urban Institute of Mathematics,Middle,0.5,0.75,0.87,0.85,0.05,0.209,0.079,0.584,0.106,0.5,0.032,0.138,0.68,0.14,0.911
08X375,The Bronx Mathematics Preparatory School,Middle,0.75,0.75,0.89,0.84,0.131,0.347,0.149,0.908,0.405,0.829,0.036,0.36,0.568,0.009,0.902
08X376,Antonia Pantoja Preparatory Academy: A College Boa,Middle,0.5,0.75,0.86,0.84,0.131,0.282,0.042,0.918,0.216,0.85,0.023,0.141,0.803,0.014,0.891
08X392,Bronx Delta School,Elementary,1.0,0.75,0.95,0.92,0.079,0.234,0.072,0.61,0.076,0.519,0.058,0.131,0.656,0.141,0.919
08X424,The Hunts Point School,Middle,0.75,0.5,0.93,0.74,0.25,0.327,0.173,0.961,0.37,0.877,0.017,0.267,0.707,0.01,0.918
08X448,Soundview Academy for Culture and Scholarship,Middle,0.75,0.75,0.93,0.8,0.082,0.255,0.077,0.863,0.179,0.763,0.026,0.304,0.653,0.013,0.92
08X467,Mott Hall Community School,Middle,0.75,0.75,0.9,0.87,0.111,0.305,0.097,0.796,0.185,0.707,0.026,0.176,0.716,0.076,0.89
08X562,Blueprint Middle School,Middle,0.5,0.25,0.83,0.68,0.213,0.21,0.058,0.891,0.147,0.82,0.234,0.123,0.556,0.066,0.921
09X004,P.S./M.S. 004 Crotona Park West,K-8,0.5,0.5,0.89,0.81,0.169,0.274,0.119,0.955,0.489,0.898,0.012,0.518,0.447,0.017,0.878
09X011,P.S. 011 Highbridge,Elementary,1.0,0.75,0.97,0.89,0.245,0.266,0.121,0.939,0.252,0.855,0.005,0.295,0.69,0.005,0.895
09X022,J.H.S. 022 Jordan L. Mott,Middle,0.75,0.75,0.92,0.89,0.279,0.238,0.074,0.954,0.307,0.905,0.007,0.21,0.76,0.019,0.932
09X028,P.S. 028 Mount Hope,Elementary,0.75,0.5,0.93,0.8,0.303,0.278,0.132,0.945,0.321,0.878,0.006,0.211,0.77,0.01,0.905
09X035,P.S. 035 Franz Siegel,Elementary,1.0,1.0,0.96,0.92,0.248,0.262,0.121,0.918,0.249,0.85,0.006,0.27,0.697,0.013,0.924
09X042,P.S. 042 Claremont,Elementary,1.0,0.75,0.95,0.88,0.115,0.324,0.118,0.967,0.338,0.923,0.003,0.382,0.593,0.016,0.931
09X053,P.S. 053 Basheer Quisim,Elementary,0.75,0.5,0.9,0.81,0.35,0.166,0.067,0.964,0.339,0.904,0.015,0.304,0.662,0.014,0.896
09X055,P.S. 055 Benjamin Franklin,Elementary,0.75,0.75,0.93,0.88,0.108,0.247,0.029,0.978,0.241,0.925,0,0.483,0.51,0.008,0.905
09X058,P.S. 058,Elementary,0.75,0.75,0.95,0.92,0.285,0.312,0.186,0.971,0.259,0.935,0.01,0.252,0.718,0.015,0.89
09X063,P.S. 063 Author's Academy,Elementary,0.75,0.75,0.95,0.91,0.205,0.259,0.123,0.952,0.316,0.891,0.008,0.389,0.559,0.031,0.901
09X070,P.S. 070 Max Schoenfeld,Elementary,0.75,0.75,0.94,0.89,0.288,0.22,0.092,0.953,0.283,0.899,0.005,0.233,0.751,0.01,0.899
09X073,P.S. 073 Bronx,Elementary,0.5,0.5,0.88,0.81,0.269,0.241,0.119,0.968,0.284,0.905,0,0.233,0.746,0.015,0.89
09X109,P.S. 109 Sedgwick,Elementary,0.75,0.5,0.94,0.8,0.25,0.229,0.131,0.918,0.177,0.853,0,0.186,0.807,0.004,0.891
09X114,P.S. X114 - Luis Llorens Torres Schools,Elementary,0.5,0.75,0.89,0.89,0.311,0.225,0.101,0.945,0.371,0.883,0.035,0.217,0.706,0.031,0.913
09X117,I.S. 117 Joseph H. Wade,Middle,1.0,0.75,0.99,0.88,0.363,0.25,0.135,0.956,0.4,0.869,0.01,0.182,0.791,0.012,0.914
09X126,P.S. 126 Dr Marjorie H Dunbar,Elementary,0.5,0.5,0.88,0.73,0.302,0.189,0.094,0.945,0.205,0.879,0.008,0.23,0.745,0.016,0.906
09X128,Mott Hall III,Middle,0.75,0.75,0.9,0.92,0.054,0.173,0.04,0.886,0.159,0.773,0.008,0.326,0.646,0.011,0.937
09X132,P.S. 132 Garret A. Morgan,Elementary,0.5,0.5,0.86,0.8,0.148,0.276,0.119,0.958,0.293,0.906,0.003,0.455,0.526,0.009,0.885
09X163,P.S. 163 Arthur A. Schomburg,Elementary,0.75,0.75,0.92,0.83,0.381,0.278,0.167,0.959,0.26,0.905,0.009,0.361,0.612,0.011,0.934
09X199,P.S. 199X - The Shakespeare School,Elementary,0.75,1.0,0.94,0.93,0.294,0.227,0.113,0.936,0.343,0.887,0.02,0.264,0.666,0.023,0.915
09X204,P.S. 204 Morris Heights,Elementary,1.0,1.0,0.97,0.97,0.131,0.238,0.091,0.908,0.238,0.817,0.013,0.275,0.7,0.007,0.928
09X215,Kappa,Middle,0.75,0.75,0.88,0.89,0.106,0.261,0.088,0.933,0.261,0.866,0.03,0.477,0.456,0.03,0.916
09X218,P.S./I.S. 218 Rafael Hernandez Dual Language Magne,K-8,0.75,0.75,0.92,0.82,0.247,0.184,0.002,0.921,0.176,0.846,0.025,0.047,0.908,0.011,0.93
09X219,I.S. 219 New Venture School,Middle,0.75,1.0,0.93,0.93,0.244,0.352,0.148,0.957,0.294,0.895,0.006,0.39,0.59,0.009,0.887
09X229,I.S. 229 Roland Patterson,Middle,0.75,0.75,0.94,0.85,0.156,0.333,0.132,0.96,0.272,0.914,0.004,0.374,0.601,0,0.882
09X231,Eagle Academy for Young Men,Middle,0.75,0.5,0.91,0.78,0.03,0.314,0.047,0.828,0.157,0.708,0,0.542,0.441,0,0.93
09X232,I.S. 232,Middle,0.5,0.75,0.9,0.88,0.354,0.233,0.098,0.947,0.247,0.892,0,0.221,0.769,0.01,0.907
09X236,P.S. 236 Langston Hughes,Elementary,0.75,1.0,0.95,0.92,0.144,0.267,0.014,0.929,0.226,0.839,0.003,0.229,0.757,0.003,0.933
09X241,Urban Assembly School for Applied Math and Science,Middle,0.75,0.75,0.93,0.9,0.143,0.268,0.07,0.924,0.195,0.838,0.011,0.257,0.713,0.004,0.902
09X274,The New American Academy at Roberto Clemente State,Elementary,0.75,0.75,0.93,0.89,0.167,0.33,0.16,0.963,0.261,0.908,0,0.382,0.596,0.009,0.854
09X294,The Walton Avenue School,Elementary,1.0,0.75,0.95,0.9,0.231,0.229,0.102,0.962,0.347,0.89,0.004,0.149,0.809,0.02,0.926
09X303,I.S. X303 Leadership & Community Service,Middle,1.0,1.0,0.94,0.95,0.138,0.365,0.154,0.921,0.195,0.846,0.013,0.27,0.701,0.006,0.931
09X311,Lucero Elementary School,Elementary,1.0,1.0,0.96,0.96,0.448,0.221,0.053,0.948,0.365,0.863,0.002,0.077,0.911,0.005,0.917
09X313,I.S. 313 School of Leadership Development,Middle,0.75,0.75,0.91,0.82,0.368,0.258,0.142,0.959,0.245,0.914,0.003,0.265,0.712,0.007,0.916
09X323,Bronx Writing Academy,Middle,0.5,0.5,0.85,0.82,0.242,0.264,0.077,0.945,0.302,0.878,0.012,0.319,0.638,0.015,0.88
09X324,Bronx Early College Academy for Teaching & Learnin,Middle,0.75,0.75,0.91,0.91,0.113,0.239,0.067,0.93,0.218,0.853,0.008,0.294,0.681,0.017,0.937
09X327,Comprehensive Model School Project M.S. 327,Middle,0.75,1.0,0.87,0.92,0.109,0.219,0.113,0.91,0.199,0.831,0.003,0.179,0.808,0.003,0.925
09X328,New Millennium Business Academy Middle School,Middle,0.75,0.75,0.89,0.9,0.307,0.276,0.107,0.927,0.313,0.846,0.009,0.304,0.668,0.016,0.915
09X339,I.S. 339,Middle,0.75,0.75,0.91,0.88,0.289,0.273,0.136,0.955,0.283,0.904,0.017,0.291,0.681,0.006,0.918
09X350,New Directions Secondary School,Middle,0.5,0.5,0.81,0.81,0.272,0.309,0.062,0.976,0.346,0.951,0.012,0.284,0.63,0.012,0.632
09X361,The Highbridge Green School,Middle,0.75,0.75,0.89,0.85,0.22,0.259,0.082,0.949,0.188,0.897,0.003,0.206,0.767,0.016,0.938
09X413,Bronx High School for Medical Science,Middle,1.0,1.0,0.96,0.93,0.243,0.224,0.125,0.909,0.211,0.809,0.066,0.283,0.632,0.007,0.936
09X443,The Family School,Elementary,0.75,1.0,0.94,0.94,0.306,0.308,0.087,0.953,0.283,0.881,0.04,0.264,0.688,0.004,0.913
09X449,Grant Avenue Elementary School,Elementary,1.0,1.0,0.95,0.95,0.253,0.362,0.177,0.918,0.26,0.853,0.047,0.281,0.641,0.012,0.923
09X454,Science and Technology Academy: A Mott Hall School,Middle,0.75,1.0,0.93,0.96,0.169,0.204,0.071,0.876,0.204,0.778,0.033,0.273,0.682,0.004,0.92
09X457,Sheridan Academy for Young Leaders,Elementary,0.75,0.75,0.94,0.87,0.238,0.273,0.116,0.94,0.262,0.878,0.017,0.301,0.675,0.002,0.903
09X505,"Bronx School for Law, Government and Justice",Middle,0.25,0.5,0.82,0.82,0.153,0.234,0.073,0.866,0.142,0.741,0.015,0.215,0.752,0.004,0.956
09X555,Mount Eden Children's Academy,Elementary,1.0,1.0,0.97,0.96,0.24,0.179,0.083,0.881,0.163,0.763,0.003,0.171,0.803,0.008,0.945
09X568,Young Women's Leadership School of the Bronx,Middle,0.5,0.75,0.87,0.89,0.052,0.175,0.008,0.832,0.167,0.697,0.024,0.283,0.657,0.024,0.935
10X003,P.S. 3 Raul Julia Micro Society,K-8,0.75,0.75,0.92,0.86,0.163,0.231,0.075,0.91,0.264,0.793,0,0.285,0.712,0.003,0.917
10X007,Milton Fein School,Elementary,1.0,0.75,0.96,0.92,0.202,0.125,0.058,0.74,0.195,0.626,0.064,0.06,0.789,0.083,0.957
10X008,P.S. 008 Isaac Varian,Elementary,0.75,0.75,0.93,0.9,0.256,0.226,0.082,0.867,0.19,0.769,0.058,0.077,0.789,0.066,0.913
10X009,P.S. 9 Ryer Avenue Elementary School,Elementary,0.75,0.75,0.92,0.86,0.344,0.239,0.084,0.955,0.339,0.895,0.018,0.148,0.812,0.011,0.905
10X015,P.S. X015 Institute for Environmental Learning,K-8,0.75,0.75,0.93,0.87,0.114,0.206,0.032,0.863,0.179,0.758,0.015,0.114,0.861,0,0.935
10X020,"PS/MS 20 P.O.George J. Werdann, III",K-8,0.5,0.25,0.87,0.73,0.259,0.294,0.098,0.885,0.202,0.801,0.084,0.115,0.733,0.051,0.907
10X023,P.S. 023 The New Children's School,Elementary,0.75,1.0,0.94,0.95,0.23,0.286,0.153,0.964,0.35,0.89,0.008,0.33,0.642,0.008,0.899
10X024,P.S. 024 Spuyten Duyvil,Elementary,0.75,0.5,0.93,0.86,0.043,0.148,0.026,0.262,0.044,0.19,0.091,0.075,0.43,0.355,0.95
10X032,P.S. 032 Belmont,Elementary,0.75,1.0,0.94,0.95,0.186,0.249,0.096,0.952,0.278,0.896,0.01,0.184,0.771,0.024,0.905
10X033,P.S. 033 Timothy Dwight,Elementary,0.75,0.5,0.91,0.83,0.257,0.23,0.116,0.96,0.15,0.913,0.006,0.104,0.86,0.012,0.904
10X037,P.S. X037 - Multiple Intelligence School,K-8,1.0,1.0,0.96,0.95,0.154,0.289,0.119,0.873,0.278,0.816,0.019,0.213,0.737,0.019,0.897
10X045,Thomas C. Giordano Middle School 45,Middle,0.75,0.75,0.93,0.88,0.192,0.189,0.066,0.927,0.22,0.849,0.01,0.164,0.786,0.031,0.903
10X046,P.S. 046 Edgar Allan Poe,Elementary,0.75,0.75,0.94,0.87,0.399,0.25,0.117,0.941,0.319,0.862,0.015,0.135,0.823,0.018,0.908
10X051,P.S. 051 Bronx New School,Elementary,1.0,0.75,0.95,0.94,0.043,0.182,0,0.853,0.139,0.749,0.021,0.332,0.626,0.016,0.925
10X054,P.S./I.S. 54,Elementary,1.0,0.75,0.97,0.91,0.172,0.228,0.096,0.932,0.273,0.854,0.024,0.231,0.72,0.016,0.936
10X056,P.S. 056 Norwood Heights,Elementary,1.0,1.0,0.95,0.98,0.154,0.271,0.099,0.909,0.268,0.81,0.211,0.085,0.625,0.055,0.926
10X059,P.S. 059 The Community School of Technology,Elementary,0.75,0.75,0.93,0.88,0.195,0.319,0.154,0.969,0.326,0.92,0.008,0.319,0.651,0.013,0.897
10X077,Bedford Park Elementary School,Elementary,1.0,0.75,0.96,0.91,0.304,0.182,0.054,0.869,0.217,0.749,0.133,0.064,0.668,0.115,0.922
10X080,J.H.S. 080 The Mosholu Parkway,Middle,0.75,0.75,0.89,0.86,0.316,0.253,0.104,0.912,0.291,0.821,0.113,0.132,0.706,0.037,0.929
10X081,P.S. 081 Robert J. Christen,Elementary,1.0,1.0,0.97,0.97,0.08,0.189,0.06,0.406,0.064,0.316,0.07,0.092,0.528,0.273,0.934
10X085,P.S. 085 Great Expectations,Elementary,0.75,0.5,0.9,0.84,0.286,0.234,0.073,0.954,0.242,0.901,0.008,0.264,0.714,0.004,0.924
10X086,P.S. 086 Kingsbridge Heights,Elementary,1.0,1.0,0.96,0.96,0.321,0.213,0.067,0.927,0.272,0.825,0.038,0.055,0.885,0.014,0.927
10X091,P.S. 091 Bronx,Elementary,0.75,0.5,0.91,0.72,0.404,0.24,0.118,0.942,0.379,0.864,0.037,0.147,0.78,0.019,0.913
10X094,P.S. 094 Kings College School,Elementary,0.75,0.75,0.94,0.9,0.255,0.243,0.09,0.925,0.222,0.836,0.086,0.157,0.697,0.037,0.905
10X095,P.S. 095 Sheila Mencher,K-8,0.75,0.75,0.93,0.83,0.162,0.216,0.074,0.869,0.251,0.769,0.059,0.164,0.715,0.042,0.91
10X118,J.H.S. 118 William W. Niles,Middle,0.25,0.5,0.83,0.77,0.124,0.225,0.079,0.882,0.214,0.774,0.157,0.2,0.607,0.023,0.91
10X141,Riverdale / Kingsbridge Academy (Middle School / H,Middle,0.75,0.5,0.88,0.83,0.064,0.178,0.059,0.457,0.113,0.371,0.071,0.089,0.538,0.28,0.947
10X159,P.S. 159 Luis Munoz Marin Biling,Elementary,1.0,1.0,0.98,1,0.309,0.17,0.005,0.935,0.268,0.861,0,0.119,0.856,0.015,0.909
10X205,P.S. 205 Fiorello LaGuardia,Elementary,0.75,0.75,0.95,0.89,0.245,0.214,0.059,0.946,0.203,0.889,0.019,0.121,0.798,0.055,0.922
10X206,I.S. 206 Ann Mersereau,Middle,1.0,1.0,0.96,0.92,0.354,0.293,0.179,0.963,0.323,0.9,0.026,0.127,0.83,0.009,0.903
10X225,Theatre Arts Production Company School,Middle,0.75,0.75,0.89,0.86,0.078,0.198,0.047,0.886,0.219,0.786,0.026,0.219,0.729,0.021,0.929
10X226,P.S. 226,Elementary,0.75,0.5,0.92,0.81,0.285,0.205,0.051,0.944,0.278,0.855,0.005,0.222,0.766,0,0.937
10X228,Jonas Bronck Academy,Middle,1.0,1.0,0.94,0.92,0.07,0.185,0,0.837,0.093,0.744,0.067,0.144,0.759,0.019,0.981
10X243,West Bronx Academy for the Future,Middle,0.75,0.75,0.92,0.88,0.138,0.262,0.089,0.923,0.188,0.819,0.007,0.202,0.784,0,0.936
10X244,The New School for Leadership and Journalism,Middle,0.75,1.0,0.9,0.93,0.233,0.223,0.08,0.888,0.242,0.785,0.033,0.106,0.837,0.016,0.924
10X246,P.S. 246 Poe Center,Elementary,0.75,0.5,0.94,0.78,0.381,0.217,0.066,0.95,0.24,0.87,0.025,0.07,0.864,0.037,0.916
10X254,I.S. 254,Middle,0.75,0.75,0.91,0.88,0.373,0.274,0.11,0.93,0.245,0.854,0.024,0.158,0.807,0.006,0.917
10X279,"P.S. 279 Captain Manuel Rivera, Jr.",K-8,1.0,1.0,0.97,0.95,0.274,0.204,0.089,0.953,0.365,0.86,0.033,0.16,0.796,0.002,0.936
10X280,P.S./M.S. 280 Mosholu Parkway,K-8,0.75,0.75,0.93,0.89,0.17,0.304,0.083,0.889,0.214,0.803,0.096,0.076,0.771,0.051,0.917
10X291,P.S. 291,Elementary,1.0,1.0,0.97,0.98,0.286,0.181,0.075,0.933,0.253,0.862,0.007,0.075,0.915,0.003,0.908
10X306,P.S. 306,Elementary,0.75,0.75,0.94,0.9,0.163,0.212,0.057,0.939,0.258,0.874,0.014,0.252,0.727,0.006,0.921
10X307,Luisa Pineiro Fuentes School of Science and Discov,Elementary,0.75,0.75,0.95,0.91,0.421,0.213,0.056,0.891,0.281,0.792,0.056,0.053,0.874,0.018,0.948
10X308,Bronx Dance Academy School,Middle,0.75,0.75,0.9,0.87,0.063,0.225,0.037,0.892,0.21,0.779,0.015,0.192,0.782,0.011,0.926
10X310,P.S. 310 Marble Hill,Elementary,1.0,0.75,0.95,0.87,0.158,0.182,0.028,0.876,0.305,0.799,0.021,0.101,0.85,0.025,0.931
10X315,P.S. 315 Lab School,K-8,0.75,1.0,0.94,0.91,0.135,0.213,0.057,0.918,0.187,0.839,0.017,0.143,0.83,0.004,0.924
10X331,The Bronx School of Young Leaders,Middle,0.75,1.0,0.93,0.93,0.205,0.256,0.101,0.914,0.219,0.832,0.014,0.265,0.714,0.002,0.941
10X340,P.S. 340,Elementary,1.0,1.0,0.96,0.99,0.313,0.283,0.125,0.897,0.334,0.79,0.017,0.078,0.877,0.021,0.913
10X342,International School for Liberal Arts,Middle,0.75,0.75,0.91,0.88,0.776,0.102,0.007,0.926,0.388,0.762,0.007,0,0.993,0,0.952
10X344,Ampark Neighborhood,Elementary,1.0,1.0,0.97,0.96,0.041,0.245,0.058,0.478,0.114,0.344,0.038,0.128,0.627,0.166,0.94
10X360,P.S. 360,Elementary,0.75,0.75,0.93,0.91,0.203,0.232,0.102,0.885,0.224,0.818,0.023,0.109,0.833,0.029,0.912
10X363,Academy For Personal Leadership And Excellence,Middle,0.75,1.0,0.92,0.94,0.314,0.278,0.065,0.935,0.218,0.84,0.019,0.107,0.854,0.012,0.928
10X368,In-Tech Academy (M.S. / High School 368),Middle,0.75,0.75,0.87,0.84,0.213,0.2,0.079,0.828,0.235,0.717,0.031,0.071,0.863,0.025,0.929
10X382,"Elementary School for Math, Science, and Technolog",Elementary,0.75,0.75,0.93,0.94,0.291,0.187,0.014,0.97,0.342,0.91,0.007,0.223,0.763,0,0.919
10X386,School for Environmental Citizenship,Elementary,0.75,0.5,0.91,0.82,0.37,0.193,0.019,0.974,0.386,0.91,0.002,0.122,0.863,0.013,0.937
10X390,M.S. 390,Middle,1.0,0.75,0.96,0.89,0.278,0.263,0.095,0.933,0.351,0.833,0.011,0.128,0.855,0.004,0.951
10X391,The Angelo Patri Middle School,Middle,0.75,0.5,0.89,0.75,0.356,0.267,0.088,0.952,0.333,0.899,0.019,0.229,0.733,0.011,0.918
10X396,P.S. 396,Elementary,1.0,1.0,0.95,0.94,0.227,0.373,0.024,0.928,0.318,0.847,0.012,0.184,0.796,0.004,0.942
10X447,Creston Academy,Middle,0.75,1.0,0.92,0.92,0.298,0.192,0.013,0.952,0.292,0.854,0.017,0.111,0.852,0.011,0.939
10X459,East Fordham Academy for the Arts,Middle,0.5,0.75,0.86,0.87,0.291,0.28,0.108,0.948,0.297,0.865,0.024,0.182,0.757,0.017,0.897
11X016,P.S. 016 Wakefield,Elementary,0.75,0.75,0.94,0.91,0.117,0.257,0.088,0.817,0.215,0.752,0.055,0.459,0.381,0.029,0.892
11X019,P.S. 019 Judith K. Weiss,K-8,0.75,0.75,0.94,0.89,0.094,0.167,0,0.439,0.075,0.344,0.033,0.063,0.267,0.612,0.942
11X021,P.S. 021 Philip H. Sheridan,Elementary,0.5,0.5,0.88,0.85,0.107,0.223,0.121,0.884,0.304,0.819,0.032,0.618,0.3,0.015,0.904
11X041,P.S. 041 Gun Hill Road,Elementary,0.75,1.0,0.93,0.94,0.116,0.196,0.074,0.906,0.268,0.833,0.021,0.497,0.45,0.028,0.903
11X068,P.S. 068 Bronx,Elementary,0.75,0.5,0.94,0.83,0.016,0.266,0.093,0.719,0.125,0.659,0.014,0.757,0.198,0.011,0.917
11X076,P.S. 076 The Bennington School,Elementary,1.0,0.75,0.95,0.93,0.16,0.189,0.073,0.83,0.168,0.755,0.053,0.432,0.437,0.065,0.915
11X078,P.S. 078 Anne Hutchinson,Elementary,0.25,0.5,0.83,0.86,0.065,0.193,0.077,0.841,0.185,0.771,0.013,0.71,0.244,0.023,0.902
11X083,P.S. 083 Donald Hertz,K-8,0.75,0.75,0.94,0.87,0.174,0.203,0.044,0.731,0.119,0.636,0.098,0.07,0.481,0.338,0.945
11X087,P.S. 087 Bronx,Elementary,0.75,0.75,0.94,0.94,0.044,0.213,0.07,0.719,0.151,0.655,0.049,0.69,0.184,0.02,0.923
11X089,P.S. 089 Bronx,K-8,0.75,0.75,0.91,0.9,0.206,0.178,0.039,0.844,0.132,0.761,0.101,0.202,0.541,0.144,0.919
11X096,P.S. 096 Richard Rodgers,Elementary,0.75,1.0,0.94,0.94,0.08,0.216,0.055,0.839,0.156,0.757,0.039,0.194,0.645,0.108,0.911
11X097,P.S. 097 Bronx,Elementary,0.75,0.75,0.94,0.83,0.083,0.222,0.087,0.661,0.078,0.594,0.165,0.297,0.379,0.143,0.932
11X103,P.S. 103 Hector Fontanez,Elementary,0.75,0.75,0.93,0.91,0.18,0.255,0.08,0.884,0.17,0.82,0.026,0.465,0.444,0.032,0.892
11X105,P.S. 105 Sen Abraham Bernstein,Elementary,0.75,0.75,0.91,0.87,0.279,0.21,0.024,0.874,0.169,0.793,0.096,0.107,0.629,0.15,0.915
11X106,P.S. 106 Parkchester,Elementary,0.75,0.75,0.93,0.93,0.175,0.229,0.076,0.792,0.162,0.733,0.36,0.246,0.338,0.035,0.925
11X108,P.S. 108 Philip J. Abinanti,Elementary,0.75,0.75,0.94,0.79,0.135,0.168,0.04,0.608,0.074,0.521,0.133,0.046,0.416,0.388,0.946
11X111,P.S. 111 Seton Falls,Elementary,0.5,0.5,0.89,0.74,0.06,0.295,0.114,0.87,0.242,0.806,0.013,0.6,0.357,0.017,0.898
11X112,P.S. 112 Bronxwood,Elementary,0.75,0.75,0.9,0.91,0.056,0.238,0.11,0.926,0.251,0.872,0,0.524,0.455,0.021,0.912
11X121,P.S. 121 Throop,Elementary,0.75,0.5,0.92,0.8,0.048,0.2,0.076,0.745,0.172,0.658,0.087,0.548,0.304,0.052,0.92
